1746,141,631,2032,6,0,0,0,0,0,0,0,0.968839,0.917554
2231,2255,2721,407,1313,0,0,0,0,0,0,0,0.464285,0.38354
11,2721,152,2115,2404,2688,2195,0,0,0,0,0,0.522674,0.330088
2510,631,2542,1414,1680,1479,0,0,0,0,0,0,0.837218,0.690819
720,631,2542,858,2246,0,0,0,0,0,0,0,0.816251,0.741304
2565,1557,2688,1138,0,0,0,0,0,0,0,0,0.997663,0.993017
2530,1588,1707,2721,1223,0,0,0,0,0,0,0,0.440364,0.261269
1938,2478,2542,1592,75,0,0,0,0,0,0,0,0.816922,0.752743
631,2032,596,1335,1556,236,0,0,0,0,0,0,0.93846,0.721318
290,2721,1493,2644,2668,0,0,0,0,0,0,0,0.940311,0.950711
1746,631,2542,2034,2675,1515,0,0,0,0,0,0,0.700439,0.577729
2231,11,1055,2393,2436,302,1111,0,0,0,0,0,0.681113,0.449006
11,2721,1068,2115,1359,1395,2675,2644,2158,0,0,0,0.459269,0.289082
2510,11,1055,214,77,969,0,0,0,0,0,0,0.794854,0.67723
720,728,2542,1534,1430,2219,2542,542,0,0,0,0,0.568105,0.379592
1055,2224,1746,1742,2721,857,0,0,0,0,0,0,0.962723,0.657776
2530,1360,675,1494,1055,2408,1718,0,0,0,0,0,0.837151,0.725329
1938,728,2542,1572,303,0,0,0,0,0,0,0,0.838429,0.758807
631,2032,1481,1335,2193,1860,6,0,0,0,0,0,0.842115,0.551774
290,2721,12,168,2542,1760,0,0,0,0,0,0,0.613357,0.503113
1746,631,1999,1037,877,2542,2013,902,0,0,0,0,0.742989,0.453947
2231,1707,1055,1237,1289,323,1083,921,0,0,0,0,0.626112,0.238016
11,2721,2543,2542,2630,2675,2542,730,0,0,0,0,0.352905,0.163531
2510,631,2542,1315,1322,1335,682,2424,93,0,0,0,0.599813,0.34066
720,1707,390,1098,1335,1077,1239,2219,1591,0,0,0,0.44287,0.199457
2565,11,152,2115,2404,2688,2744,0,0,0,0,0,0.415406,0.253103
2530,2457,1707,1055,1098,1335,1729,0,0,0,0,0,0.489715,0.237343
1938,631,2542,2166,1680,2222,0,0,0,0,0,0,0.669227,0.476933
631,1582,2614,2459,300,0,0,0,0,0,0,0,0.880881,0.72089
290,2721,1346,2644,2563,0,0,0,0,0,0,0,0.913622,0.942098
1746,631,2542,1974,2675,1036,0,0,0,0,0,0,0.603055,0.492024
2231,2723,1707,2721,2180,0,0,0,0,0,0,0,0.38365,0.266397
11,2721,1537,2115,2404,2436,515,0,0,0,0,0,0.483308,0.292819
2510,1494,1055,2327,2436,2263,0,0,0,0,0,0,0.80841,0.683463
720,2255,837,374,1607,344,2219,2542,858,0,0,0,0.403881,0.219084
2565,690,2542,1031,2554,949,460,0,0,0,0,0,0.713246,0.579306
2530,1595,1707,2721,1223,1289,46,2609,0,0,0,0,0.224419,0.093075
1938,631,2542,370,1289,2542,19,0,0,0,0,0,0.416067,0.2238
631,2688,2542,1912,1468,1335,1476,2542,2195,0,0,0,0.84726,0.607689
290,2721,12,1420,77,622,0,0,0,0,0,0,0.664762,0.595424
1746,631,2542,453,1581,2219,2542,1031,0,0,0,0,0.364393,0.193692
2231,1707,1055,1227,2436,2149,0,0,0,0,0,0,0.779495,0.42549
11,2721,1493,2542,1458,2675,1285,2219,2642,0,0,0,0.318389,0.122534
2510,1494,390,84,2542,1569,0,0,0,0,0,0,0.487625,0.306623
6,2436,1760,631,2688,2292,410,0,0,0,0,0,0.711717,0.552978
2565,11,301,2688,1702,0,0,0,0,0,0,0,0.63145,0.528825
2530,2575,1707,2721,214,559,1335,1077,0,0,0,0,0.136823,0.0413529
1938,2255,2721,1334,1335,2167,323,2356,0,0,0,0,0.221984,0.107215
631,2644,323,891,683,0,0,0,0,0,0,0,0.997151,0.999557
290,2721,1022,2542,514,1335,927,2542,1824,0,0,0,0.442586,0.393027
1746,631,2542,2739,1378,1745,877,2688,2011,0,0,0,0.6839,0.427364
2231,1707,1055,2538,323,306,258,2067,0,0,0,0,0.605053,0.236439
11,2721,2325,2688,2666,1289,2115,0,0,0,0,0,0.488698,0.313585
2510,533,2721,2408,73,855,2295,0,0,0,0,0,0.261384,0.185794
720,631,2436,29,601,323,2713,1636,0,0,0,0,0.561702,0.313553
2565,11,144,2436,2172,1794,0,0,0,0,0,0,0.926531,0.846811
2530,880,1707,2721,1077,1289,2234,1233,0,0,0,0,0.156482,0.0541302
